fromNode,toNode,weight
MED21,POLR2L,0.95
MED21,H3C14,0.8
MED21,MED1,0.993
MED21,H4C14,0.8
MED21,H2BC11,0.8
MED21,MED14,0.999
MED21,GTF2A1,0.859
MED21,POLR2H,0.951
MED21,ERCC2,0.869
MED21,POLR2E,0.96
MED21,H4C1,0.8
MED21,H4-16,0.8
MED21,TAF13,0.8
MED21,POLR2K,0.96
MED21,H4C9,0.8
MED21,MED13,0.964
MED21,CDK8,0.971
MED21,MED7,0.999
MED21,ERCC3,0.869
MED21,MED23,0.99
MED21,TAF6,0.8
MED21,MED19,0.991
MED21,GTF2E1,0.934
MED21,FBXW7,0.457
MED21,POLR2J,0.907
MED21,H4C13,0.8
MED21,POLR2B,0.959
MED21,H4C4,0.8
MED21,UBXN7,0.411
MED21,H4C3,0.8
MED21,POLR2G,0.957
MED21,H4C2,0.8
MED21,TAF10,0.818
MED21,GTF2H3,0.869
MED21,NCOA2,0.546
MED21,H3C13,0.8
PDE3B,C9orf72,0.72
PDE3B,PDE3A,0.91
MARS2,IARS1,0.978
MARS2,LARS2,0.951
MARS2,RARS2,0.751
MARS2,EPRS1,0.944
MARS2,EARS2,0.865
PPM1B,RANBP2,0.499
PPM1B,WDCP,0.499
PPM1B,GCC2,0.499
PPM1B,KIF5B,0.499
NIPBL,STAG1,0.958
NIPBL,WAPL,0.979
NIPBL,PDS5B,0.908
NIPBL,INTS6L,0.54
NIPBL,SMC5,0.465
NIPBL,INTS8,0.72
NIPBL,SMC6,0.465
NIPBL,SMC3,0.999
NIPBL,SMC4,0.52
NIPBL,INTS6,0.72
NIPBL,INTS4,0.72
NIPBL,INTS2,0.72
GGPS1,RSAD2,0.934
MED21,POLR2A,0.952
MED21,TAF9,0.8
MED21,TAF7,0.8
MED21,CDK19,0.918
MED21,H4C15,0.8
MED21,H4C5,0.8
MED21,POLR2F,0.951
MED21,MED30,0.991
MED21,TAF2,0.8
MED21,H4C8,0.8
MED21,GTF2H5,0.8
MED21,CDK9,0.54
MED21,PPARG,0.499
MED21,NCOA3,0.499
MED21,CCNH,0.832
MED21,H4C11,0.8
MED21,H3C15,0.8
MED21,CCNC,0.969
RIOK2,TSR1,0.996
MED21,TAF5,0.8
RIOK2,RICTOR,0.413
RIOK2,RPS29,0.866
RIOK2,RPS4X,0.927
MED21,TAF1,0.8
RIOK2,RPS27,0.926
RIOK2,RACK1,0.9
MED21,BRCA1,0.522
MED21,H2AZ1,0.8
RIOK2,RPS17,0.871
RIOK2,FAU,0.97
RIOK2,RPS19,0.871
RIOK2,RPS9,0.871
RIOK2,RPS6,0.876
RIOK2,RPS8,0.878
RANBP2,SMC6,0.54
RIOK2,RPS5,0.971
RANBP2,AHCTF1,0.969
RANBP2,NUP88,0.999
RANBP2,SMC5,0.54
RIOK2,RPS13,0.908
RIOK2,RPS18,0.871
RANBP2,NUP37,0.943
RIOK2,RPS23,0.935
RIOK2,RPS14,0.865
RIOK2,RPS3A,0.871
RIOK2,RPS24,0.866
RANBP2,IGF1R,0.428
RIOK2,RIOK1,0.903
RANBP2,GLE1,0.736
RANBP2,NSMCE4A,0.54
RANBP2,EIF2AK3,0.499
RANBP2,SLF2,0.54
RANBP2,RABGEF1,0.402
RIOK2,RPS27L,0.645
RANBP2,NEMP1,0.655
RIOK2,RPS28,0.866
RANBP2,TNPO1,0.509
RANBP2,PCID2,0.9
RIOK2,RPS15A,0.861
RANBP2,NUP43,0.957
RIOK2,RPS7,0.871
RIOK2,LTV1,0.994
RANBP2,MAD1L1,0.9
RIOK2,RPS2,0.971
RANBP2,NSMCE2,0.54
RANBP2,WDCP,0.499
GTF2E1,H4C5,0.808
RANBP2,SEH1L,0.975
GTF2E1,H4C15,0.808
GTF2E1,TAF9,0.979
GTF2E1,SNAPC3,0.499
GTF2E1,GTF2H5,0.984
GTF2E1,TAF7,0.979
GTF2E1,POLR2F,0.969
GTF2E1,MED30,0.8
RANBP2,KIF5B,0.969
RANBP2,KPNA2,0.523
GTF2E1,POLR2A,0.991
RANBP2,NDC1,0.958
RANBP2,GCC2,0.499
GTF2E1,CCNK,0.499
GTF2E1,MED14,0.869
GTF2E1,GTF2A1,0.989
GTF2E1,ESR1,0.72
GTF2E1,H2BC11,0.8
GTF2E1,H4C8,0.808
GTF2E1,TAF2,0.979
GTF2E1,CDK9,0.499
GTF2E1,H4C14,0.808
GTF2E1,POU2F2,0.499
CFDP1,INO80,0.54
GTF2E1,POLR2L,0.969
CFDP1,INO80D,0.54
GTF2E1,H3C14,0.805
GTF2E1,MED1,0.8
GTF2E1,GTF2F2,0.985
GTF2E1,H4C12,0.808
GTF2E1,MED6,0.869
GTF2E1,TAF13,0.979
GTF2E1,POLR2K,0.97
GTF2E1,H4-16,0.808
GTF2E1,SNAPC5,0.499
GTF2E1,TAF1,0.984
GTF2E1,MED7,0.869
CFDP1,UCHL5,0.54
GTF2E1,POLR2E,0.976
CFDP1,SMC3,0.403
GTF2E1,H4C1,0.808
GTF2E1,POLR2H,0.931
GTF2E1,ERCC2,0.996
GTF2E1,TAF5,0.979
GTF2E1,H3C13,0.805
GTF2E1,GTF2H3,0.993
GTF2E1,TAF10,0.979
GTF2E1,H4C3,0.808
GTF2E1,H4C9,0.808
GTF2E1,H4C11,0.808
GTF2E1,POLR1C,0.45
OTULIN,SPART,0.491
GTF2E1,GTF2H2C,0.489
GTF2E1,CCNH,0.941
GTF2E1,POLR2J,0.928
GTF2E1,POLR2B,0.949
GTF2E1,H4C13,0.808
GTF2E1,MED19,0.8
GTF2E1,TAF6,0.988
GTF2E1,POU2F1,0.499
GTF2E1,MED23,0.8
GTF2E1,ERCC3,0.998
CFDP1,TFPT,0.54
CFDP1,H2AZ1,0.576
CFDP1,ACTL6A,0.569
CFDP1,ING3,0.54
CFDP1,ANP32E,0.54
GTF2E1,POLR2G,0.974
GTF2E1,H4C2,0.808
GTF2E1,LINC02218,0.54
GTF2E1,TAF9B,0.9
GTF2E1,H4C4,0.808
GTF2E1,ZNF143,0.499
GTF2E1,H3C15,0.805
GTF2E1,BRCA1,0.522
GTF2E1,H2AZ1,0.8
C16orf74,PPP3CA,0.637
UBASH3B,GRB2,0.668
UBASH3B,UBC,0.457
UBASH3B,PKP4,0.457
UBASH3B,INPPL1,0.667
UBASH3B,MYO1D,0.616
UBASH3B,PSMD14,0.416
OTULIN,UBC,0.96
OTULIN,UBA52,0.9
OTULIN,MALT1,0.497
CFDP1,ACTR8,0.54
CFDP1,INO80C,0.54
TOMM70,SFXN1,0.429
CFDP1,RUVBL1,0.91
OTULIN,UBB,0.9
OTULIN,TNF,0.691
TOMM70,TBK1,0.63
TOMM70,HSP90AB1,0.994
TOMM70,TSC1,0.406
TOMM70,MICOS10,0.72
TOMM70,HSPA4,0.947
TOMM70,DNAJC11,0.72
TOMM70,MFN2,0.648
TOMM70,MFN1,0.72
TOMM70,CHCHD3,0.72
TOMM70,HSP90AA1,0.996
OLA1,BRCA1,0.801
TOMM70,NLRP3,0.499
OLA1,HSPA4,0.551
NEIL2,LIG3,0.499
TOMM70,TOMM40L,0.687
ATP5MC3,ATP6V0C,0.54
ATP5MC3,DPP4,0.44
ATP5MC3,ATP5PO,0.889
ATP5MC3,ATP5MC2,0.982
ATP5MC3,DMAC2L,0.54
LY96,MAP3K7,0.499
LY96,TBK1,0.499
ATP5MC3,ATP5ME,0.896
LY96,HMGB1,0.923
LY96,CD44,0.949
LY96,TAB2,0.499
LY96,SARM1,0.499
LY96,TRAF6,0.778
MYO5B,ACTB,0.707
MYO5B,RAB11FIP2,0.998
FGD5,PRKACB,0.455
RAB6B,TMF1,0.738
RAB6B,COG5,0.499
RAB6B,COG7,0.499
RAB6B,GOLGA4,0.499
RAB6B,RIC1,0.599
ERCC3,POLR1B,0.656
ANKRD40,SAR1B,0.44
ERCC3,TAF1,0.979
ERCC3,ASCC1,0.54
ERCC3,H2AZ1,0.8
ERCC3,BRCA1,0.54
ERCC3,H3C15,0.817
ERCC3,XRCC4,0.54
ERCC3,MED6,0.869
ERCC3,H4C12,0.808
ERCC3,GTF2F2,0.942
ERCC3,MED1,0.8
ERCC3,H3C14,0.817
ERCC3,POLR2L,0.931
RAB6B,VTI1A,0.499
RAB6B,DCTN4,0.499
RAB6B,GOLGA1,0.499
RAB6B,RABGAP1,0.7
RAB6B,GCC2,0.793
ERCC3,H4C9,0.808
ERCC3,UBC,0.499
ERCC3,TTF1,0.499
ERCC3,H4C11,0.808
ERCC3,MED7,0.869
ERCC3,XPA,0.995
ERCC3,LIG4,0.54
ERCC3,UVSSA,0.665
ERCC3,CUL4B,0.499
ERCC3,MED23,0.8
ERCC3,TAF1C,0.499
ERCC3,ZNRD1,0.555
ERCC3,MED19,0.8
ERCC3,TAF6,0.979
ERCC3,ZSWIM7,0.54
ERCC3,POLR2B,0.931
ERCC3,DCLRE1C,0.54
ERCC3,H4C13,0.808
ERCC3,POLR2J,0.93
ERCC3,UBXN7,0.463
ERCC3,H4C4,0.808
ERCC3,TAF9B,0.9
ERCC3,LINC02218,0.54
ERCC3,H4C2,0.808
ERCC3,POLR2G,0.931
ERCC3,H4C3,0.808
ERCC3,GTF2H3,0.999
ERCC3,TAF10,0.979
ERCC3,TAF5,0.979
ERCC3,TAF1D,0.499
ERCC3,H3C13,0.817
ERCC3,SWSAP1,0.54
ERCC3,TP53BP1,0.625
ERCC3,TAF13,0.979
ERCC3,POLR2A,0.965
ERCC3,TAF7,0.979
ERCC3,TAF9,0.979
ERCC3,H4C15,0.808
ERCC3,H4C5,0.808
ERCC3,CCNK,0.54
ERCC3,MED30,0.8
ERCC3,POLR2F,0.934
ERCC3,PMS1,0.54
ERCC3,CDK9,0.9
ERCC3,GTF2H5,0.999
ERCC3,POLR1E,0.499
ERCC3,RNMT,0.499
ERCC3,H4C8,0.808
ERCC3,ESR1,0.54
ERCC3,TAF2,0.979
ERCC3,ASCC3,0.54
ERCC3,H2BC11,0.8
ERCC3,GTF2H2C,0.962
ERCC3,H4C14,0.808
ERCC3,UBB,0.499
ERCC3,CCNH,0.999
AGPAT5,MBOAT1,0.9
ERCC3,GTF2A1,0.985
ERCC3,POLR1C,0.671
AGPAT5,AGPAT4,0.9
HSPA13,HSPA4,0.499
HSPA13,HSPA1L,0.505
ERCC3,MED14,0.869
HSPA13,TNF,0.518
SAMSN1,LILRB4,0.41
ERCC3,POLR2H,0.931
NIFK,SNU13,0.521
ERCC3,ERCC2,0.999
NIFK,RPS8,0.439
NIFK,GTPBP4,0.873
ERCC3,H4C1,0.808
NIFK,RPL26,0.448
NIFK,RPL23,0.71
ERCC3,POLR2E,0.972
NIFK,RPL17,0.466
NIFK,PUM3,0.603
NIFK,NOL12,0.701
NIFK,RPL23A,0.779
ERCC3,UBA52,0.499
NIFK,WDR36,0.4
ERCC3,H4-16,0.808
ERCC3,RNGTT,0.499
ERCC3,POLR2K,0.931
NIFK,RRP1B,0.699
NIFK,RPF2,0.803
NIFK,RPL38,0.723
NIFK,RPL11,0.621
NIFK,EBNA1BP2,0.888
NIFK,RRP1,0.616
NIFK,RPL22L1,0.418
NIFK,RPL26L1,0.555
NIFK,RPL4,0.724
NIFK,RPL9,0.502
NIFK,RPL5,0.585
NIFK,RPL39,0.403
NIFK,GNL2,0.645
NIFK,RPS16,0.454
NIFK,NKRF,0.469
NIFK,RPS6,0.435
GEMIN5,NCBP1,0.467
GEMIN5,SNRPD1,0.955
GEMIN5,SNRPB,0.943
NIFK,SDAD1,0.422
NIFK,GNL3,0.824
GEMIN5,GEMIN8,0.979
GEMIN5,SNRPG,0.943
PPIL3,PPIL1,0.8
GEMIN5,SMN1,0.961
GEMIN5,SNRPD2,0.943
GEMIN5,SNUPN,0.499
GEMIN5,SNRPE,0.943
GEMIN5,DDX20,0.998
GEMIN5,SMN2,0.9
PPIL3,CDC40,0.817
PPIL3,CWC27,0.8
PPIL3,DDX39B,0.8
PPIL3,CWC22,0.8
RASA2,NRAS,0.499
MED7,H2BC11,0.8
MED7,H4C14,0.8
MED7,POLR2L,0.943
AKR1B1,ENO3,0.42
MED7,CCNC,0.927
MED7,H3C15,0.8
MED7,H2AZ1,0.8
MED7,TAF1,0.8
MED7,NCOA2,0.499
MED7,TP53BP1,0.439
MED7,TAF5,0.8
MED7,H3C13,0.8
MED7,GTF2H3,0.869
MED7,TAF10,0.819
MED7,POLR2G,0.953
MED7,H4C3,0.8
MED7,H4C2,0.8
MED7,UBXN7,0.409
MED7,H4C4,0.8
MED7,POLR2J,0.871
MED7,POLR2B,0.954
MED7,H4C13,0.8
MED7,MED19,0.996
MED7,TAF6,0.808
MED7,MED23,0.985
MED7,CDK8,0.971
MED7,H4C9,0.8
MED7,H4C11,0.8
MED7,MED13,0.931
MED7,POLR1C,0.459
MED7,NCOA3,0.499
MED7,CCNH,0.832
MED7,PPARG,0.499
MED7,H4C8,0.8
MED7,TAF2,0.8
MED7,CDK9,0.54
MED7,GTF2H5,0.8
MED7,MED30,0.985
MED7,POLR2F,0.943
MED7,H4C5,0.8
VBP1,CUL2,0.565
MED7,CDK19,0.955
MED7,H4C15,0.8
MED7,TAF9,0.8
MED7,TAF7,0.8
MED7,POLR2A,0.965
MED7,MED1,0.985
MED7,H3C14,0.8
MED7,GTF2F2,0.869
MED7,MED6,0.999
MED7,H4C12,0.8
VBP1,TUBB6,0.499
VBP1,TUBB2A,0.499
VBP1,IARS1,0.547
VBP1,TUBA1C,0.499
VBP1,WDR61,0.576
VBP1,ACTB,0.499
GNAQ,ARHGEF12,0.724
MED7,TAF13,0.8
MED7,POLR2K,0.941
MED7,H4-16,0.8
GNAQ,LPAR3,0.611
MED7,POLR2E,0.954
MED7,H4C1,0.8
MED7,POLR2H,0.95
MED7,ERCC2,0.906
MED7,MED14,0.999
MED7,GTF2A1,0.862
GNAQ,GNAS,0.661
GNAQ,TBXA2R,0.846
GNAQ,PECAM1,0.571
GNAQ,HTR2A,0.827
GNAQ,SUCLG2,0.891
GNAQ,SOS1,0.54
GNAQ,PLCB3,0.998
GNAQ,TET2,0.438
GNAQ,F2RL1,0.628
GNAQ,PIK3R1,0.771
GNAQ,P2RY2,0.762
GNAQ,LPAR1,0.93
GNAQ,GNAI2,0.661
GNAQ,LPAR2,0.773
GNAQ,POMC,0.499
GNAQ,GPR55,0.657
GNAQ,GNG5,0.647
GNAQ,F2R,0.844
WHAMM,ACTB,0.9
ANKRD9,COMMD8,0.499
ANKRD9,COMMD1,0.499
ANKRD9,ELOC,0.938
ANKRD9,CUL5,0.926
ANKRD9,COMMD3,0.499
ANKRD9,COMMD2,0.499
KCNMA1,TBXA2R,0.774
MTERF3,ATG5,0.499
MTERF3,MRPL39,0.408
MTERF3,MRPL13,0.402
MTERF3,MFN1,0.8
MTERF3,ATG12,0.499
AIFM1,H2AC6,0.653
MTERF3,TRUB2,0.77
MTERF3,MFN2,0.8
MTERF3,FASTKD2,0.787
AIFM1,CLU,0.407
AIFM1,CPOX,0.412
AIFM1,TXN,0.631
AIFM1,H2AC20,0.653
AIFM1,H2AZ1,0.65
AIFM1,CHCHD4,0.591
AIFM1,SFXN1,0.42
PPARG,MED14,0.75
BAG4,GRB2,0.499
BAG4,DCP1A,0.621
BAG4,FRS2,0.499
BAG4,HSPA4,0.491
BAG4,SOS1,0.499
BAG4,PIK3R1,0.673
NSMCE2,SLF2,0.812
NSMCE2,SMC4,0.421
NSMCE2,SMC6,0.999
NSMCE2,BRCA1,0.439
NSMCE2,NSMCE4A,0.944
ATAD2,H4C12,0.9
ATAD2,H4C14,0.926
ATAD2,H4C9,0.9
ATAD2,H4C11,0.9
ATAD2,H4C1,0.9
ATAD2,H4C13,0.9
ATAD2,H4-16,0.9
ATAD2,H4C2,0.9
ATAD2,H4C3,0.9
ATAD2,H4C4,0.9
ATAD2,H4C5,0.9
ATAD2,H4C15,0.9
ATAD2,H4C8,0.9
ATAD2,ESR1,0.951
NSMCE2,SMC3,0.596
NSMCE2,SMC5,0.999
PDE6D,ARL16,0.653
PDE6D,INPP5E,0.955
PDE6D,RAB28,0.462
PDE6D,RPGR,0.97
PPARG,MED6,0.499
PPARG,ZNHIT3,0.483
PPARG,NR1H3,0.807
PPARG,ACTL6A,0.9
PPARG,LCOR,0.448
PPARG,ESR1,0.684
PPARG,MED13,0.499
PPARG,NCOA3,0.747
PPARG,SRC,0.434
PPARG,FLYWCH2,0.418
PPARG,PPARD,0.701
PPARG,TCF4,0.658
PPARG,MED30,0.499
PPARG,CTNNB1,0.964
PPARG,PAK4,0.525
PPARG,CCNC,0.516
PPARG,CDK8,0.516
PPARG,MED19,0.499
PPARG,ACTB,0.9
PPARG,CDK5,0.609
PPARG,FOXP3,0.739
PPARG,MED23,0.499
PPARG,NRIP1,0.629
PPARG,NCOR2,0.994
PPARG,PRKCA,0.686
PPARG,NCOA2,0.993
PPARG,TDG,0.43
FZD1,CTNNB1,0.543
PPARG,MED1,0.996
PPARG,XPR1,0.979
PPARG,HDAC1,0.457
PPARG,CDK19,0.516
PRKAG2,DCLRE1C,0.653
PRKAG2,STIM2,0.653
PRKAG2,PRKAA1,0.99
FZD1,DLG1,0.575
FZD1,WNT2B,0.663
FZD1,RYK,0.929
HMGCR,CDK5,0.412
MYO1E,ACTB,0.682
THTPA,UBA5,0.602
PDPR,PDP1,0.829
CACNA1D,LRRC7,0.624
CACNA1D,CACNB2,0.926
FZD1,DLG4,0.519
CACNA1D,CATSPER1,0.731
CACNA1D,CACNA1I,0.418
CACNA1D,CACNA2D2,0.917
APPL1,PIK3R1,0.564
CACNA1D,CACNA2D4,0.917
MYO1E,SYNJ1,0.52
APPL1,BCAR1,0.444
APPL1,IGF1R,0.977
APPL1,SRC,0.967
APPL1,HDAC1,0.55
APPL1,ARL6IP6,0.459
APPL1,TRAPPC11,0.42
APPL1,HDAC2,0.457
COQ5,COQ7,0.932
MRPL17,MRPL47,0.979
PEX10,UBC,0.499
MRPL17,MRPL1,0.899
MRPL17,RPS9,0.77
MRPL17,PDCD11,0.591
MRPL17,MTRES1,0.809
PEX10,GSTK1,0.499
MRPL17,RPL23A,0.773
PEX10,CRAT,0.499
MRPL17,ACSF2,0.72
MRPL17,MRM3,0.901
PEX10,ECI2,0.501
PEX10,GNPAT,0.499
PEX10,NOS2,0.499
PEX10,IDH1,0.499
MRPL17,MRPL39,0.961
PEX10,NUDT19,0.499
MRPL17,MRPL48,0.807
MRPL17,MRPL45,0.841
MRPL17,MRPS12,0.95
PEX10,UBA52,0.499
MRPL17,MRPL35,0.807
MRPL17,C12orf65,0.874
PEX10,ACOX3,0.499
MRPL17,RPL17,0.477
PEX10,EPHX2,0.499
PEX10,HACL1,0.499
MRPL17,RPL23,0.768
MRPL17,RPL26,0.404
MRPL17,RPS8,0.445
PEX10,UBB,0.499
MRPL17,MRPL50,0.915
MRPL17,MRPS22,0.807
MRPL17,MAPK8,0.448
MRPL17,RPS16,0.402
MRPL17,MRPS27,0.807
MRPL17,RPS13,0.458
MRPL17,RPS23,0.57
MRPL17,MRPL12,0.968
MRPL17,MRPS33,0.807
MRPL17,MRPS30,0.958
MRPL17,MRPL2,0.976
MRPL17,GTPBP8,0.591
MRPL17,NSUN4,0.8
MRPL17,MRPL36,0.947
MRPL17,SOD2,0.499
MRPL17,RPS2,0.499
MRPL17,MED1,0.505
MRPL17,RPL9,0.505
MRPL17,MRPS23,0.807
MRPL17,RPS18,0.749
MRPL17,ACO1,0.42
MRPL17,PSMG1,0.403
MRPL17,RPS5,0.404
MRPL17,GFM2,0.871
MRPL17,RPL4,0.402
MRPL17,RPS14,0.404
MRPL17,RPL26L1,0.404
MRPL17,PPP1R26,0.499
MRPL17,MRPL19,0.984
MRPL17,RPL5,0.749
MRPL17,RPS29,0.404
MRPL17,MRPL23,0.968
MRPL17,MRPL30,0.95
MRPL17,MRPS11,0.947
MRPL17,CUL7,0.485
MRPL17,RPL11,0.779
MRPL17,MRPL22,0.985
MRPL17,MRNIP,0.458
MRPL17,MRPS31,0.807
MRPL17,MRPS14,0.947
MRPL17,MRPL13,0.98
MRPL17,POLR3A,0.445
ACSM3,EHMT2,0.487
MRPL17,GNL3,0.548
MRPL17,MRPL58,0.929
MRPL17,MRPS18C,0.875
MRPL17,HDDC3,0.493
ACSM3,NUDT19,0.477
ATP5PO,ATP6V1C1,0.54
ATP5PO,ATP5ME,0.99
ATP5PO,ATP5MC2,0.858
ATP5PO,KDM5A,0.514
ATP5PO,ACAD9,0.442
ATP5PO,TAS2R14,0.591
ATP5PO,DMAC2L,0.604
ATP5PO,KDM6A,0.517
CCDC142,HSPA1L,0.424
ATP5PO,CHCHD4,0.435
ATP5PO,NDUFS4,0.414
MCAT,MRPS33,0.92
MCAT,MRPS14,0.8
MCAT,ACACA,0.463
MCAT,MRPS31,0.859
MCAT,MRPS27,0.869
MCAT,MRPS18C,0.834
ATP5PO,ATP6V0C,0.897
MCAT,MRPS23,0.879
MCAT,MRPS22,0.879
MCAT,MRPS12,0.8
MCAT,MRPS11,0.896
ATP5PO,PILRB,0.465
UBR1,RECQL4,0.651
UBR1,UBXN7,0.497
ACE,DCP2,0.474
ISL2,SSBP2,0.68
ISL2,C1orf52,0.405
UBR1,PKNOX1,0.531
UBR1,UBC,0.526
ACE,SWI5,0.403
ACE,FURIN,0.446
ACE,ACTB,0.466
TNFRSF13C,TNF,0.628
TNFRSF13C,TRAF6,0.585
TNFRSF13C,LTA,0.499
TNFRSF13C,TNFSF13B,0.999
TNFRSF13C,TNFRSF1B,0.6
TNFRSF13C,CD40,0.943
NR2F6,MED1,0.499
NR2F6,NCOR2,0.525
TNFRSF13C,REL,0.475
LILRA4,FCER1A,0.447
PKNOX1,VWA5A,0.532
PKNOX1,C5orf24,0.42
PKNOX1,CCDC120,0.4
NCR1,BCL7C,0.72
TMEM199,ATP6V1C1,0.748
NCR1,SMARCB1,0.72
NCR1,PBRM1,0.72
NCR1,BCL11B,0.72
TMEM199,ATP6V0C,0.898
NCR1,PHF10,0.54
CXCR5,CXCR1,0.731
NCR1,ARID2,0.72
NCR1,ACTB,0.54
NCR1,ACTL6A,0.72
NCR1,SS18,0.72
CXCR5,PPBP,0.701
CXCR5,CCL3L1,0.723
CCR2,CXCL8,0.993
CXCR5,XCL2,0.65
CXCR5,CXCL8,0.652
CCR2,CCR5,0.982
CXCR5,CCR5,0.445
CCR2,XCL1,0.772
CXCR5,CXCL5,0.856
CCR2,CXCL1,0.986
CCR2,CXCL5,0.925
CXCR5,CXCL1,0.65
CXCR5,XCL1,0.65
CXCR5,GNAI2,0.545
CCR2,CXCR1,0.908
CCR2,XCL2,0.748
CCR5,CD58,0.416
CCR2,LYN,0.451
CCR2,PPBP,0.953
CCR2,CCRL2,0.966
CCR2,CCL3L1,0.769
CCR5,CXCR1,0.677
CCR5,XCL2,0.74
CCR5,HSPA4,0.651
CCR2,CSF1,0.487
CCR2,TPST1,0.429
CCR2,CXCR6,0.568
CCR5,PPBP,0.846
CCR5,CCRL2,0.693
CCR5,CCL3L1,0.997
CCR5,CXCR6,0.796
CCR5,CXCL8,0.87
CCR5,ORM2,0.471
CCR5,XCL1,0.732
CCR5,CXCL5,0.771
MRNIP,DCAF13,0.405
MRNIP,WDR43,0.431
MRNIP,NGDN,0.405
MRNIP,RPS14,0.403
MRNIP,MRPL19,0.404
CCR5,CXCL1,0.938
PPP1R16A,TPP2,0.428
MRNIP,RPS6,0.489
PPP1R16A,HSP90AA1,0.691
PPP1R16A,HSP90AB1,0.691
MRNIP,FAU,0.749
MRNIP,RPS9,0.489
MRNIP,NOL10,0.405
MRNIP,HEATR1,0.479
MRNIP,MRPL36,0.404
MRNIP,RPL38,0.489
MRNIP,RPS17,0.497
MRNIP,RPS28,0.495
MRNIP,RPS7,0.48
MRNIP,RPS2,0.491
MRNIP,RPS18,0.493
MRNIP,RPL4,0.493
MRNIP,UBA52,0.499
MRNIP,RPL11,0.523
MRNIP,RPS8,0.491
MRNIP,MRPL47,0.404
MRNIP,RPS23,0.489
MRNIP,PDCD11,0.463
MRNIP,RPL23A,0.491
MRNIP,RPS3A,0.491
MRNIP,DNTTIP2,0.405
MRNIP,BMS1,0.476
POLR2J,H4C1,0.824
POLR2J,POLR2E,0.994
POLR2J,UBA52,0.499
POLR2J,ELOC,0.499
POLR2J,INTS4,0.8
POLR2J,INTS6,0.944
MRNIP,RPS16,0.489
POLR2J,ERCC2,0.941
POLR2J,POLR2H,0.998
POLR2J,INTS12,0.426
MRNIP,MRPL12,0.404
MRNIP,RPS19,0.491
POLR2J,RPRD1A,0.755
POLR2J,POLR2K,0.999
MRNIP,RPL23,0.493
POLR2J,RNGTT,0.583
POLR2J,TAF13,0.895
POLR2J,H4-16,0.824
POLR2J,H3C14,0.82
POLR2J,MED1,0.877
POLR2J,POLR2L,0.999
POLR2J,H4C12,0.824
POLR2J,MED6,0.891
POLR2J,GTF2F2,0.961
MRNIP,RPS24,0.518
POLR2J,TIA1,0.499
POLR2J,GTF2A1,0.918
POLR2J,CDC73,0.861
POLR2J,MED14,0.926
POLR2J,H4C14,0.824
POLR2J,H2BC11,0.898
POLR2J,TAF7,0.895
POLR2J,GTF2H5,0.895
POLR2J,INTS8,0.88
POLR2J,CDK9,0.499
POLR2J,TAF2,0.895
POLR2J,H4C8,0.824
POLR2J,ESR1,0.508
POLR2J,H2BC4,0.511
POLR2J,POLR2J2,0.915
POLR2J,CCNK,0.499
POLR2J,RPRD1B,0.781
POLR2J,TAF9,0.895
POLR2J,POLR2F,0.995
POLR2J,MED30,0.881
POLR2J,H2BC17,0.511
POLR2J,UBB,0.499
POLR2J,WDR92,0.455
MRNIP,RPL5,0.493
POLR2J,WDR61,0.8
POLR2J,RNMT,0.499
POLR2J,MLLT3,0.525
POLR2J,POLR2A,0.999
POLR2J,H4C11,0.824
POLR2J,UBC,0.499
POLR2J,H4C9,0.824
POLR2J,H2BC21,0.511
POLR2J,H3C12,0.55
POLR2J,H2AC6,0.905
POLR2J,LEO1,0.829
POLR2J,H2AC11,0.818
POLR2J,H2AZ1,0.895
POLR2J,TAF1,0.895
POLR2J,H2BC9,0.511
DCUN1D1,DCAF4,0.499
POLR2J,H2AC20,0.545
POLR2J,INTS2,0.8
DCUN1D1,KLHL25,0.499
DCUN1D1,ZBTB16,0.499
DCUN1D1,WDR5,0.499
POLR2J,INTS7,0.8
POLR2J,H3C15,0.82
POLR2J,H4C5,0.824
POLR2J,H4C15,0.824
DCUN1D1,UBB,0.499
DCUN1D1,COMMD2,0.499
DCUN1D1,KLHL3,0.499
DCUN1D1,COMMD1,0.499
DCUN1D1,COMMD8,0.499
POLR2J,GPN3,0.537
DCUN1D1,LRR1,0.499
POLR2J,H4C2,0.824
DCUN1D1,ELOC,0.647
DCUN1D1,UBA52,0.499
POLR2J,H4C3,0.824
DCUN1D1,KLHL5,0.499
DCUN1D1,DCAF16,0.499
POLR2J,CUL4B,0.499
POLR2J,POLR2G,0.996
POLR2J,MED23,0.8
POLR2J,H4C4,0.824
POLR2J,TAF9B,0.499
POLR2J,NCBP1,0.499
POLR2J,H3C13,0.906
POLR2J,TAF5,0.895
POLR2J,TAF10,0.895
DCUN1D1,UBXN7,0.499
POLR2J,GTF2H3,0.928
ALOX15,ABCC4,0.445
DCUN1D1,FEM1B,0.517
DCUN1D1,CUL5,0.457
DCUN1D1,COMMD3,0.499
DCUN1D1,KBTBD7,0.499
DCUN1D1,CUL2,0.716
DCUN1D1,DCAF13,0.499
DCUN1D1,UBC,0.716
DCUN1D1,CUL4B,0.734
DCUN1D1,DNAAF5,0.455
ALOX15,ALDH1A1,0.4
PRSS33,SAC3D1,0.536
POLR3K,POU2F1,0.499
POLR3K,GTF3C4,0.499
POLR3K,POLR1C,0.994
POLR3K,POLR1B,0.473
